URL,Name,fiber_g,sodium_g,carbohydrates_g,fat_g,protein_g,sugar_g,saturate_g,size_g,Servings,calories_kCal,category,image_link,fat_100g,fiber_100g,sugar_100g,saturated_100g,protien_100g,sodium_100mg,carbohydrates_100g,kj_100g,Nutri_score,Fsa_new,salt_100g,salt_g,fat_count,satfat_count,sugar_count,salt_count,NumberRatings
http://allrecipes.com/recipe/salsa-chicken-burrito-filling/detail.aspx,Salsa Chicken Burrito Filling,1,0.92,9.6,1.5,12.3,3.2,0.4,459,4,107,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/41/89/418904.jpg,1.307189542,0.871459695,2.788671024,0.348583878,,801.7429194,8.366013072,390.4031373,C,6,2.036427015,2.3368,1,1,1,3,183
http://allrecipes.com/recipe/easy-grilled-chicken-teriyaki/detail.aspx,Easy Grilled Chicken Teriyaki,0.1,0.69,16.6,7.5,25.2,11.4,1.4,802.07,4,240,Barbecue,http://images.media-allrecipes.com/userphotos/350x350/00/83/68/836888.jpg,3.740321917,0.049870959,5.685289314,0.698193425,,344.1096164,8.278579176,501.1193537,B,7,0.874038426,1.7526,2,1,2,2,81
http://allrecipes.com/recipe/sour-cream-chicken-enchiladas/detail.aspx,Sour Cream Chicken Enchiladas,2.4,0.66,22.8,13.3,13.1,3.3,7.2,1962,12,265,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/43/68/436829.jpg,8.134556575,1.467889908,2.018348624,4.403669725,,403.6697248,13.94495413,678.5944954,C,8,1.025321101,1.6764,2,3,1,2,148
http://allrecipes.com/recipe/bbq-glazed-homemade-meatballs/detail.aspx,BBQ Glazed Homemade Meatballs,1.1,0.48,30.3,10.2,12.6,24.3,3.8,1570.31,12,259,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/32/04/320487.jpg,7.794639275,0.840598353,18.5695818,2.90388522,,366.8065541,23.15466373,828.6627736,D,8,0.931688647,1.2192,2,2,2,2,118
http://allrecipes.com/recipe/sweet-and-sour-chicken-iii/detail.aspx,Sweet and Sour Chicken III,1.9,0.6,19.9,9.4,23.7,13.9,1.6,1024.06,4,259,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/02/73/27399.jpg,3.671659864,0.742144015,5.429369373,0.624963381,,234.3612679,7.772982052,423.5615882,A,7,0.59527762,1.524,2,1,2,2,109
http://allrecipes.com/recipe/slow-cooker-cilantro-lime-chicken/detail.aspx,Slow Cooker Cilantro Lime Chicken,1.3,0.98,9.3,4.7,45.3,3.4,1.3,1893.33,6,272,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/84/86/848623.jpg,1.489439242,0.411972556,1.077466686,0.411972556,,310.563927,2.947188287,360.8910016,A,6,0.788832375,2.4892,1,1,1,3,159
http://allrecipes.com/recipe/broccoli-chicken-divan/detail.aspx,Broccoli Chicken Divan,2.5,0.44,12.2,8.5,15.5,3.3,4.2,1130.35,6,186,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/47/35/473530.jpg,4.511876852,1.327022604,1.751669837,2.229397974,,233.5559782,6.475870306,413.3647808,A,7,0.593232185,1.1176,2,2,1,2,288
http://allrecipes.com/recipe/my-kids-favorite-pork-chops/detail.aspx,My Kid's Favorite Pork Chops,1.1,1.88,37.3,6.7,14.6,23.6,2.3,1782,6,288,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/37/39/373946.jpg,2.255892256,0.37037037,7.946127946,0.774410774,,632.996633,12.55892256,405.9927273,C,7,1.607811448,4.7752,1,1,2,3,116
http://allrecipes.com/recipe/feta-chicken/detail.aspx,Feta Chicken,0.2,0.48,4.6,7.8,32,1.4,4.7,908.1,6,224,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/19/73/197385.jpg,5.153617443,0.132144037,0.925008259,3.10538487,,317.1456888,3.039312851,619.6519326,B,7,0.80555005,1.2192,2,2,1,2,164
http://allrecipes.com/recipe/garys-turkey-burritos/detail.aspx,Gary's Turkey Burritos,8.5,1.6,82.1,8.4,34.5,16.5,2.5,2829.07,6,588,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/02/27/69/2276941.jpg,1.781504169,1.802712552,3.49938319,0.530209574,,339.3341275,17.41208242,522.1161159,A,6,0.861908684,4.064,1,1,1,3,49
http://allrecipes.com/recipe/apple-stuffed-chicken-breast/detail.aspx,Apple Stuffed Chicken Breast,0.5,0.12,4.9,5.1,15,1.9,2.9,481.17,4,139,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/12/22/122233.jpg,4.239665815,0.415653511,1.579483343,2.410790365,,99.7568427,4.07340441,483.7917576,A,6,0.25338238,0.3048,2,2,1,1,162
http://allrecipes.com/recipe/greek-chicken-pasta/detail.aspx,Greek Chicken Pasta,7.5,0.44,70,11.4,32.6,4.9,2.8,1914.85,6,488,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/91/12/911285.jpg,3.572081364,2.350053529,1.535368306,0.877353317,,137.869807,21.93383294,640.2042144,A,6,0.35018931,1.1176,2,1,1,2,255
http://allrecipes.com/recipe/pizza-on-the-grill-i/detail.aspx,Pizza On The Grill I,1.1,0.4,21.5,11.3,6.2,0.7,3,1350.65,16,212,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/09/97/99795.jpg,13.38614741,1.303076297,0.829230371,3.553844445,,473.845926,25.46921852,1051.466005,C,7,1.203568652,1.016,2,2,1,2,122
http://allrecipes.com/recipe/hudsons-baked-tilapia-with-dill-sauce/detail.aspx,Hudson's Baked Tilapia with Dill Sauce,1.5,0.5,5.7,18.6,24.5,0.2,5.7,748.52,4,284,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/38/65/386538.jpg,9.939614172,0.801581788,0.106877572,3.046010795,,267.1939294,3.046010795,635.4145247,B,7,0.678672581,1.27,2,2,1,2,282
http://allrecipes.com/recipe/hawaiian-chicken-kabobs/detail.aspx,Hawaiian Chicken Kabobs,0.6,0.41,17.1,4.2,23.6,15.2,0.9,1641.35,8,203,Barbecue,http://images.media-allrecipes.com/userphotos/350x350/00/07/50/75088.jpg,2.047095379,0.292442197,7.408535657,0.438663295,,199.8355013,8.334602614,414.254315,A,6,0.507582173,1.0414,1,1,2,2,158
http://allrecipes.com/recipe/spinach-stuffed-chicken-breast/detail.aspx,Spinach Stuffed Chicken Breast,1.7,0.57,5.7,20.5,36.5,0.4,9.5,1122,4,356,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/05/36/53694.jpg,7.308377897,0.606060606,0.142602496,3.386809269,,203.2085561,2.032085561,531.3728342,B,8,0.516149733,1.4478,2,3,1,2,215
http://allrecipes.com/recipe/yummy-honey-chicken-kabobs/detail.aspx,Yummy Honey Chicken Kabobs,1,0.44,12.4,6.6,17.4,9.9,1.1,1803.86,12,178,Barbecue,http://images.media-allrecipes.com/userphotos/350x350/00/25/96/259687.jpg,4.390584635,0.665240096,6.585876953,0.731764106,,292.7056423,8.248977193,495.7704478,B,7,0.743472332,1.1176,2,1,2,2,552
http://allrecipes.com/recipe/chicken-garlic-pizza/detail.aspx,Chicken Garlic Pizza,1.1,0.44,24.8,8.8,12.3,3.2,4.3,734.84,6,230,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/09/16/91636.jpg,7.185237603,0.8981547,2.612813674,3.510968374,,359.2618801,20.24930597,786.2642208,C,7,0.912525176,1.1176,2,2,1,2,92
http://allrecipes.com/recipe/maple-garlic-marinated-pork-tenderloin/detail.aspx,Maple-Garlic Marinated Pork Tenderloin,0,0.19,36.8,4.9,23.5,31.3,1.5,1040.45,6,288,Barbecue,http://images.media-allrecipes.com/userphotos/350x350/00/85/06/850682.jpg,2.825700418,0,18.04988226,0.865010332,,109.5679754,21.22158681,695.3520496,B,6,0.278302658,0.4826,1,1,3,1,138
http://allrecipes.com/recipe/baked-orange-roughy-italian-style/detail.aspx,Baked Orange Roughy Italian-Style,0.3,0.65,5.4,14.4,21.9,0.4,8.4,571.07,4,242,Seafood Pasta and Noodles,http://images.media-allrecipes.com/userphotos/350x350/00/20/91/209142.jpg,10.08632917,0.210131858,0.28017581,5.883692017,,455.2856918,3.782373439,709.68925,D,8,1.156425657,1.651,2,3,1,2,90
http://allrecipes.com/recipe/basil-tomato-and-mozzarella-sandwich/detail.aspx,Basil' Tomato and Mozzarella Sandwich,4,0.71,64.7,10.3,16,7.6,5,965.54,4,421,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/33/11/331178.jpg,4.267042277,1.657103797,3.148497214,2.071379746,,294.1359239,26.80365391,730.2205191,B,8,0.747105247,1.8034,2,2,1,3,45
http://allrecipes.com/recipe/cucumber-sandwiches-iii/detail.aspx,Cucumber Sandwiches III,0.7,0.3,15.6,5.2,3.6,1.2,1.9,1662.88,35,123,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/65/88/658894.jpg,10.94486674,1.473347445,2.525738478,3.999085923,,631.4346195,32.83460021,1083.913091,D,8,1.603843933,0.762,2,2,1,3,101
http://allrecipes.com/recipe/pizza-without-the-red-sauce/detail.aspx,Pizza Without the Red Sauce,2.2,0.57,23.1,12.5,8.9,4.2,5.8,1143.45,8,237,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/05/20/52020.jpg,8.745463291,1.539201539,2.938475666,4.057894967,,398.7931261,16.16161616,694.2299882,C,7,1.01293454,1.4478,2,2,1,2,77
http://allrecipes.com/recipe/easy-caramelized-onion-pork-chops/detail.aspx,Easy Caramelized Onion Pork Chops,0.8,0.69,4,3.5,0.5,1.2,0.6,828.83,4,47,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/05/46/54690.jpg,1.689128048,0.386086411,0.579129616,0.289564808,,332.9995295,1.930432055,94.96741189,C,5,0.845818805,1.7526,1,1,1,2,144
http://allrecipes.com/recipe/chicken-stir-fry/detail.aspx,Chicken and Chinese Vegetable Stir-Fry,3,0.5,16.8,9.2,17.5,4,1.7,1423.22,6,217,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/06/04/60421.jpg,3.87852897,1.264737707,1.686316943,0.716684701,,210.7896179,7.082531162,383.019744,A,6,0.535405629,1.27,2,1,1,2,279
http://allrecipes.com/recipe/a-good-easy-garlic-chicken/detail.aspx,A Good Easy Garlic Chicken,0.2,0.37,1.7,10.1,27.6,0.5,5.9,526.25,4,214,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/18/46/184611.jpg,7.67695962,0.152019002,0.380047506,4.48456057,,281.2351544,1.29216152,681.0262803,C,7,0.714337292,0.9398,2,2,1,2,325
http://allrecipes.com/recipe/iowa-pork-steak/detail.aspx,Iowa Pork Steak,2.6,1.97,21.9,24,28.9,6.5,6,1836.39,4,417,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/94/98/949821.jpg,5.227647722,0.566328503,1.415821258,1.30691193,,429.1027505,4.770228546,380.2886315,B,8,1.089920986,5.0038,3,1,1,3,91
http://allrecipes.com/recipe/garlic-chicken-with-orzo-noodles/detail.aspx,Garlic Chicken with Orzo Noodles,2.9,0.16,40.4,10.6,22.3,0.9,2.1,584.25,4,351,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/23/29/232973.jpg,7.257167309,1.985451433,0.616174583,1.437740693,,109.5421481,27.65939238,1006.1219,A,5,0.278237056,0.4064,2,1,1,1,135
http://allrecipes.com/recipe/crispy-orange-beef/detail.aspx,Crispy Orange Beef,5.9,0.65,59.2,18.7,27.4,16.9,5.2,3261.67,6,507,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/89/41/894152.jpg,3.439955606,1.085333587,3.108836884,0.956565195,,119.5706494,10.89012684,390.482348,A,6,0.303709449,1.651,2,1,1,2,230
http://allrecipes.com/recipe/shrimp-lemon-pepper-linguini/detail.aspx,Shrimp Lemon Pepper Linguini,3.7,0.26,47.5,18.3,31.5,2.1,8.4,1055.23,4,481,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/13/40/134064.jpg,6.936876321,1.402537835,0.796034988,3.184139951,,98.55671275,18.00555329,763.3789032,B,7,0.25033405,0.6604,2,3,1,1,333
http://allrecipes.com/recipe/sukis-spinach-and-feta-pasta/detail.aspx,Suki's Spinach and Feta Pasta,4.6,0.66,51.8,20.6,17.8,9.2,9.8,1231.8,4,451,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/01/01/71/1017123.jpg,6.689397629,1.493748985,2.98749797,3.182334795,,214.3205066,16.82091249,613.1666829,B,8,0.544374087,1.6764,2,3,1,2,191
http://allrecipes.com/recipe/spinach-enchiladas-verde/detail.aspx,Spinach Enchiladas Verde,4.2,0.39,27.1,17.8,14.7,2,10.4,1286.8,6,321,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/76/57/765756.jpg,8.299658067,1.958346285,0.93254585,4.849238421,,181.8464408,12.63599627,626.653466,B,8,0.46188996,0.9906,2,3,1,2,89
http://allrecipes.com/recipe/greek-pasta-with-tomatoes-and-white-beans/detail.aspx,Greek Pasta with Tomatoes and White Beans,11.5,0.59,79,5.9,23.4,8.3,3.2,1923,4,460,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/01/11/82/1118291.jpg,1.22724909,2.392095684,1.726469059,0.665626625,,122.724909,16.43265731,400.6090484,A,5,0.311721269,1.4986,1,1,1,2,126
http://allrecipes.com/recipe/slow-cooker-teriyaki-pork-tenderloin/detail.aspx,Slow Cooker Teriyaki Pork Tenderloin,0.5,0.73,10.1,6.1,19.1,8.2,1.4,1534.98,8,175,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/64/24/642499.jpg,3.179194517,0.260589715,4.273671318,0.729651201,,380.4609832,5.263912233,381.8629559,B,7,0.966370897,1.8542,2,1,1,3,85
http://allrecipes.com/recipe/lemon-cream-pasta-with-chicken/detail.aspx,Lemon Cream Pasta with Chicken,3.6,0.09,48.1,24.5,29.8,2.7,14.3,1712.4,4,519,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/65/76/657675.jpg,5.722961925,0.840925018,0.630693763,3.340341042,,21.02312544,11.2356926,507.5798178,A,8,0.053398739,0.2286,3,3,1,1,178
http://allrecipes.com/recipe/penne-with-chicken-and-pesto/detail.aspx,Penne with Chicken and Pesto,2.1,0.16,42.6,26.1,24,1.9,12.6,1351.9,8,497,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/27/64/276419.jpg,15.44492936,1.242695466,1.124343517,7.456172794,,94.68155929,25.20896516,1231.357112,C,8,0.240491161,0.4064,3,3,1,1,178
http://allrecipes.com/recipe/brown-sugar-chops/detail.aspx,Brown Sugar Chops,0,0.3,13.6,14.8,14.6,13.3,3.4,854.37,6,247,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/36/99/369966.jpg,10.39362337,0,9.340215597,2.387724288,,210.6815548,9.550897152,726.2471295,C,8,0.535131149,0.762,2,2,2,2,131
http://allrecipes.com/recipe/cuban-ropa-vieja/detail.aspx,Cuban Ropa Vieja,2.3,0.6,9.9,15.8,20.5,5.9,5.3,1783.99,6,261,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/40/41/404170.jpg,5.313931132,0.773546937,1.984316056,1.782521202,,201.7948531,3.329615076,367.5204906,A,7,0.512558927,1.524,2,2,1,2,135
http://allrecipes.com/recipe/braised-balsamic-chicken/detail.aspx,Braised Balsamic Chicken,1.2,0.51,7.6,7,23.8,5.4,1.3,1368.21,6,196,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/01/08/84/1088434.jpg,3.069704212,0.526235008,2.368057535,0.570087925,,223.6498783,3.332821716,359.8626527,A,6,0.568070691,1.2954,2,1,1,2,707
http://allrecipes.com/recipe/chicken-in-a-pot/detail.aspx,Chicken in a Pot,1,0.4,6.9,6.6,28.7,1.8,1.4,819.37,4,206,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/04/97/49747.jpg,3.221987625,0.488179943,0.878723898,0.68345192,,195.2719773,3.368441608,421.0458279,A,6,0.495990822,1.016,2,1,1,2,83
http://allrecipes.com/recipe/pesto-pasta-with-chicken/detail.aspx,Pesto Pasta with Chicken,2.7,0.15,43.3,10.1,17.4,1.9,2.5,850.42,8,328,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/04/51/45104.jpg,9.501187648,2.539921451,1.787352132,2.351779121,,141.1067473,40.73281437,1291.851462,A,7,0.358411138,0.381,2,2,1,2,146
http://allrecipes.com/recipe/simple-savory-pork-roast/detail.aspx,Simple Savory Pork Roast,0.1,0.68,0.4,19.7,36.5,0,7.2,1375.59,6,335,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/96/42/964219.jpg,8.592676597,0.043617648,0,3.140470634,,296.6000044,0.174470591,611.7715308,B,8,0.753364011,1.7272,2,3,1,2,63
http://allrecipes.com/recipe/chicken-and-red-wine-sauce/detail.aspx,Chicken and Red Wine Sauce,0.2,0.25,19,3.5,22.2,18,0.8,1852.01,12,214,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/57/25/572587.jpg,2.267806329,0.129588933,11.66300398,0.518355732,,161.9861664,12.31094864,580.5423513,A,6,0.411444863,0.635,1,1,2,2,151
http://allrecipes.com/recipe/chicken-breasts-pierre/detail.aspx,Chicken Breasts Pierre,1.3,0.92,14.8,7.8,28.8,7.5,4.1,1420.79,6,247,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/00/17/1712.jpg,3.293942103,0.54899035,3.167252022,1.731431105,,388.516248,6.25004399,436.7174319,B,8,0.98683127,2.3368,2,2,1,3,379
http://allrecipes.com/recipe/poblano-chile-enchiladas-a-la-gringa/detail.aspx,Poblano Chile Enchiladas a la Gringa,5,0.48,31.1,21.5,32.1,2.7,9.6,2109.43,5,443,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/69/51/695145.jpg,5.096163419,1.185154283,0.639983313,2.275496224,,113.7748112,7.371659643,439.6335503,A,8,0.28898802,1.2192,3,3,1,1,66
http://allrecipes.com/recipe/chili-lime-chicken-kabobs/detail.aspx,Chili-Lime Chicken Kabobs,0.9,0.06,3.2,13,23.9,0.5,2.2,600.83,4,227,Barbecue,http://images.media-allrecipes.com/userphotos/350x350/00/10/54/105448.jpg,8.654694339,0.599171147,0.332872859,1.464640581,,39.94474311,2.130386299,632.7271275,A,5,0.101459647,0.1524,2,1,1,1,217
http://allrecipes.com/recipe/lemon-chicken-piccata/detail.aspx,Lemon Chicken Piccata,1.3,0.35,16.1,21.2,41.1,0.7,8.2,1197.15,4,421,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/01/12/39/1123944.jpg,7.083489955,0.43436495,0.233888819,2.739840454,,116.9444096,5.379442843,588.9463476,A,8,0.2970388,0.889,3,3,1,1,149
http://allrecipes.com/recipe/filet-mignon-with-rich-balsamic-glaze/detail.aspx,Filet Mignon with Rich Balsamic Glaze,0.1,0.06,5.7,26.2,20.3,4.6,10.6,346.37,2,367,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/64/94/649400.jpg,15.12833098,0.057741721,2.656119179,6.120622456,,34.64503277,3.291278113,887.2336519,C,8,0.087998383,0.1524,3,3,1,1,252
http://allrecipes.com/recipe/artichoke-and-sun-dried-tomato-chicken/detail.aspx,Artichoke and Sun-Dried Tomato Chicken,3.4,0.96,11.4,6.5,30.5,0.4,1,1185.32,4,228,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/39/03/390346.jpg,2.193500489,1.147369487,0.134984645,0.337461614,,323.9631492,3.847062397,322.1376168,A,6,0.822866399,2.4384,1,1,1,3,84
http://allrecipes.com/recipe/pork-chops-with-fresh-tomato-onion-garlic-and-feta/detail.aspx,Pork Chops with Fresh Tomato' Onion' Garlic' and Feta,5.1,0.69,34.1,17.9,40.7,11.3,6.9,1279.03,4,452,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/06/56/65653.jpg,5.597992228,1.59495868,3.533928055,2.157885272,,215.7885272,10.66433156,591.8339992,A,8,0.548102859,1.7526,2,3,1,2,137
http://allrecipes.com/recipe/portobello-mushroom-burgers/detail.aspx,Portobello Mushroom Burgers,2,0.26,9.8,14.6,10.3,4.4,5.8,660.05,4,203,Barbecue,http://images.media-allrecipes.com/userphotos/350x350/00/51/00/510073.jpg,8.84781456,1.212029392,2.666464662,3.514885236,,157.5638209,5.938944019,515.0642527,A,7,0.400212105,0.6604,2,2,1,2,164
http://allrecipes.com/recipe/firecracker-grilled-alaska-salmon/detail.aspx,Firecracker Grilled Alaska Salmon,0.4,0.65,4.6,21.5,23.3,3.1,3.5,1201.1,8,307,Barbecue,http://images.media-allrecipes.com/userphotos/350x350/00/03/45/34504.jpg,14.32020648,0.266422446,2.064773957,2.331196403,,432.9364749,3.06385813,856.1136292,C,8,1.099658646,1.651,3,2,1,2,242
http://allrecipes.com/recipe/busy-day-chicken-rice-casserole/detail.aspx,Busy Day Chicken Rice Casserole,1.2,0.99,27.7,5.7,30.5,1.7,1.4,2141.7,8,291,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/06/45/64550.jpg,2.129149741,0.448242051,0.635009572,0.522949059,,369.7996918,10.34692067,455.0997058,B,6,0.939291217,2.5146,1,1,1,3,105
http://allrecipes.com/recipe/sour-cream-pork-chops/detail.aspx,Sour Cream Pork Chops,0.7,0.49,14.3,14.5,16.9,1.3,7.3,1616.93,6,257,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/41/44/414489.jpg,5.380566877,0.259751504,0.482395651,2.708837117,,181.8260531,5.306352161,399.2779898,B,8,0.461838175,1.2446,2,3,1,2,272
http://allrecipes.com/recipe/breaded-chicken-fingers/detail.aspx,Breaded Chicken Fingers,1.2,0.7,24.6,15.7,25.4,2.5,2.8,2142.77,8,346,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/61/59/615990.jpg,5.861571704,0.448018219,0.93337129,1.045375845,,261.3439613,9.184373498,540.8449064,A,6,0.663813662,1.778,2,1,1,2,229
http://allrecipes.com/recipe/pork-chops-for-the-slow-cooker/detail.aspx,Pork Chops for the Slow Cooker,0.3,1.34,10.6,4.3,16,8.5,1.6,910.05,6,146,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/06/42/64297.jpg,2.835009065,0.19779133,5.604087687,1.054887094,,883.4679413,6.988626999,403.0148673,D,7,2.244008571,3.4036,1,1,2,3,222
http://allrecipes.com/recipe/modenese-pork-chops/detail.aspx,Modenese Pork Chops,0.1,0.7,1.5,19.2,23.2,0.3,10.3,934.62,4,297,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/01/04/30/1043040.jpg,8.217243372,0.042798143,0.128394428,4.408208684,,299.5869979,0.641972138,532.1861719,C,8,0.760950975,1.778,2,3,1,2,166
http://allrecipes.com/recipe/skillet-ham-cabbage-and-potatoes/detail.aspx,Skillet Ham' Cabbage and Potatoes,7.9,0.87,62,16.2,17.6,8,4.7,2244.45,4,453,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/16/51/165115.jpg,2.887121567,1.407917307,1.425739045,0.837621689,,155.0491212,11.0494776,338.0107198,A,6,0.393824768,2.2098,1,1,1,3,102
http://allrecipes.com/recipe/spicy-honey-mustard-pork-roast/detail.aspx,Spicy Honey Mustard Pork Roast,0.6,0.37,14.1,8.8,26.5,11.6,2.8,1493.32,6,244,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/18/34/183421.jpg,3.535745855,0.241073581,4.6607559,1.125010045,,148.6620416,5.665229154,410.4595934,A,6,0.377601586,0.9398,2,1,1,2,89
http://allrecipes.com/recipe/connies-zucchini-crab-cakes/detail.aspx,Connie's Zucchini 'Crab' Cakes,2,0.32,23.2,9.1,5.6,2.8,3.8,652.55,5,196,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/10/43/104305.jpg,6.972645774,1.532449621,2.145429469,2.911654279,,245.1919393,17.7764156,628.7738871,B,7,0.622787526,0.8128,2,2,1,2,337
http://allrecipes.com/recipe/spicy-chicken-breasts/detail.aspx,Spicy Chicken Breasts,3.3,1.83,9.2,2.4,29.2,2.2,0.6,546.37,4,173,Barbecue,http://images.media-allrecipes.com/userphotos/350x350/00/26/01/260182.jpg,1.757051083,2.415945239,1.610630159,0.439262771,,1339.75145,6.735362483,530.2753812,C,6,3.402968684,4.6482,1,1,1,3,116
http://allrecipes.com/recipe/dees-roast-pork-for-tacos/detail.aspx,Dee's Roast Pork for Tacos,1.2,0.6,2.8,14.6,15.9,0.8,5.3,2089.27,12,207,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/26/47/264703.jpg,8.385704098,0.689235953,0.459490635,3.04412546,,344.6179766,1.608217224,497.7820578,B,7,0.875329661,1.524,2,2,1,2,148
http://allrecipes.com/recipe/slow-cooker-italian-beef-for-sandwiches/detail.aspx,Slow Cooker Italian Beef for Sandwiches,0.2,0.82,1.6,15.8,39.4,1.1,5.6,3018.77,10,318,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/20/05/200592.jpg,5.233919775,0.066252149,0.36438682,1.855060174,,271.6338111,0.530017192,441.0413513,B,8,0.68994988,2.0828,2,2,1,3,518
http://allrecipes.com/recipe/unbelievable-chicken/detail.aspx,Unbelievable Chicken,0.9,0.74,22.4,16.4,24.8,18,2.7,1144.29,6,337,Barbecue,http://images.media-allrecipes.com/userphotos/350x350/00/25/94/259409.jpg,8.59921873,0.471908345,9.438166898,1.415725035,,388.013528,11.74527436,739.8220381,C,8,0.985554361,1.8796,2,1,2,3,462
http://allrecipes.com/recipe/burgundy-pork-tenderloin/detail.aspx,Burgundy Pork Tenderloin,0.6,0.68,8.2,8.6,47.8,1.6,2.9,1496.8,4,400,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/22/05/220538.jpg,2.298236237,0.160342063,0.427578835,0.774986638,,181.7210048,2.191341529,447.5467664,A,5,0.461571352,1.7272,1,1,1,2,353
http://allrecipes.com/recipe/black-bean-and-rice-enchiladas/detail.aspx,Black Bean and Rice Enchiladas,7.7,0.99,44.4,11,12.8,3.1,4.7,2216.17,8,322,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/41/14/411403.jpg,3.970814513,2.779570159,1.119047726,1.696620747,,357.3733062,16.02765131,486.6592725,A,8,0.907728198,2.5146,2,2,1,3,74
http://allrecipes.com/recipe/brooklyn-girls-penne-arrabiata/detail.aspx,Brooklyn Girl's Penne Arrabiata,5.5,1.03,75.3,16.5,33.6,8.6,3.2,2252.78,6,588,Meat and Poultry,http://images.media-allrecipes.com/userphotos/350x350/00/09/30/93047.jpg,4.394570264,1.464856755,2.290503289,0.852280294,,274.3277195,20.05522066,655.6801108,A,7,0.696792408,2.6162,2,1,1,3,226
http://allrecipes.com/recipe/lemon-chicken-tenders/detail.aspx,Lemon Chicken Tenders,1.5,0.87,48.5,6.2,46.8,27,1.4,1123.27,4,441,Fruits and Vegetables,http://images.media-allrecipes.com/userphotos/350x350/00/23/78/237878.jpg,2.207839611,0.534154745,9.614785403,0.498544428,,309.8097519,17.27100341,657.5013309,B,7,0.78691677,2.2098,1,1,2,3,85
